Age,Balance,IsActiveMember,Gender_encoded,Exited
32,123403.85,0,1,0
28,0.0,0,0,0
46,106511.85,0,1,0
38,0.0,0,1,0
34,135549.9,0,1,1
38,110555.37,0,0,0
31,0.0,0,0,0
52,185891.54,1,1,1
59,130854.59,1,0,1
42,92578.14,0,1,0
21,132312.06,0,1,1
62,144976.5,0,1,1
48,87070.23,1,0,0
42,0.0,1,0,0
47,115414.19,0,1,1
61,91070.43,1,0,0
29,117412.19,0,0,0
31,90018.45,0,0,0
24,0.0,0,1,0
56,112414.81,0,0,1
33,158456.76,1,0,1
35,0.0,0,0,1
58,149641.53,1,1,0
33,122528.18,0,1,0
45,143734.01,1,1,0
32,155663.31,0,1,0
35,0.0,1,1,1
34,101736.66,1,1,0
37,125822.21,0,0,0
37,0.0,1,0,0
34,0.0,1,0,0
27,0.0,1,1,0
31,157791.07,0,0,0
22,0.0,1,0,0
42,0.0,0,1,0
42,181627.14,0,0,0
57,109679.72,1,1,0
37,96652.86,0,1,1
40,190008.32,1,0,0
41,0.0,0,0,0
43,0.0,1,0,0
43,148962.76,1,0,1
28,0.0,0,0,0
30,131344.52,0,1,0
29,101713.84,0,1,0
34,0.0,1,0,0
38,0.0,0,0,0
27,137963.07,0,1,0
29,129938.07,1,1,0
45,151421.44,1,0,0
45,135643.0,0,1,1
39,122773.5,1,0,0
34,152303.8,0,0,0
49,0.0,1,0,0
54,79415.67,1,0,0
58,125801.03,0,1,1
37,0.0,0,0,0
35,0.0,0,0,1
41,104817.41,0,0,1
30,0.0,0,1,0
32,67495.04,1,1,0
36,164850.54,1,1,0
49,154776.42,0,1,0
28,143124.63,0,1,0
35,0.0,1,1,0
27,0.0,0,1,0
38,102133.38,1,1,0
26,79932.41,0,0,0
40,120711.73,0,0,1
43,122717.53,1,1,0
36,92363.3,0,1,0
40,203715.15,0,1,1
39,0.0,0,0,0
34,0.0,0,0,0
21,0.0,0,0,0
49,0.0,1,0,1
31,93460.47,0,1,0
34,0.0,1,0,0
24,40224.7,1,1,0
43,168069.73,1,1,1
36,0.0,1,0,0
47,130538.77,0,0,0
37,132623.6,1,0,0
35,103465.02,1,1,0
50,126547.8,1,1,1
30,128262.72,0,0,0
40,169742.64,1,0,1
29,0.0,1,1,0
27,150795.81,1,0,0
61,129855.72,0,1,1
28,146098.43,0,1,1
24,0.0,0,1,0
43,0.0,1,1,0
28,65643.3,0,0,0
34,0.0,0,1,0
38,104584.16,0,0,0
41,0.0,1,0,0
30,99785.28,0,0,0
46,127655.22,0,0,1
22,0.0,0,0,0
35,101257.16,1,0,0
40,0.0,1,1,0
76,121313.88,1,0,0
32,0.0,0,0,0
30,81523.38,1,0,0
47,128252.66,1,1,0
32,0.0,0,1,0
51,0.0,0,0,1
32,0.0,1,1,0
42,0.0,0,0,1
22,0.0,1,1,0
33,0.0,0,0,1
54,0.0,0,1,1
33,0.0,1,0,0
29,145541.56,1,0,0
23,0.0,0,1,1
44,124601.58,1,0,1
33,115182.84,1,1,0
37,163789.49,0,0,0
46,65733.41,0,0,0
47,0.0,1,0,0
47,128486.11,0,1,0
53,109663.47,1,1,0
42,88324.31,0,1,0
28,146445.24,0,1,0
38,0.0,0,1,0
31,0.0,1,1,0
36,109949.05,1,0,0
30,78653.05,0,0,0
46,107850.82,0,0,1
39,83765.35,0,1,0
66,143773.07,1,1,0
63,116227.27,1,0,0
33,103471.52,1,0,0
42,0.0,0,0,0
24,137492.35,1,0,0
28,0.0,0,0,0
36,129829.59,1,0,0
21,146329.57,1,1,0
30,114027.7,1,0,0
25,146580.69,1,0,0
38,132122.42,0,1,0
44,81553.93,0,1,1
66,0.0,1,1,0
24,0.0,0,0,0
28,0.0,1,1,0
26,0.0,1,1,0
32,175214.71,1,0,0
40,125534.51,0,1,1
68,97705.99,1,0,0
55,126817.65,0,1,0
46,46870.43,0,1,1
46,0.0,1,0,0
42,120094.93,0,0,0
38,0.0,1,1,0
33,0.0,0,1,0
36,104356.94,1,1,0
27,147004.34,0,0,1
38,73023.17,0,0,0
40,173432.55,1,1,0
42,165679.92,0,1,0
31,104678.62,1,0,0
55,116973.26,0,1,1
36,0.0,0,1,0
38,126732.85,1,0,0
44,148481.09,0,1,0
38,137654.05,1,1,0
30,115315.04,0,0,0
42,99095.73,1,0,0
39,165610.41,0,1,0
33,0.0,0,0,1
32,161628.66,0,0,0
32,146605.27,1,0,0
37,113488.68,0,0,1
42,77002.2,1,0,0
67,0.0,1,0,0
39,0.0,1,1,0
25,0.0,1,0,0
46,182364.53,0,0,1
35,0.0,1,0,0
45,149364.58,1,0,0
59,127450.14,1,0,0
63,162278.32,1,1,0
37,152212.88,0,0,0
39,161993.89,0,1,0
39,131468.44,0,0,0
40,102980.44,0,0,1
31,143321.97,0,0,0
37,130404.92,0,1,0
41,0.0,1,1,0
30,87505.47,1,0,0
30,133634.02,1,0,0
33,151233.62,0,1,0
55,70263.83,1,0,0
34,0.0,1,0,0
30,57657.49,0,0,0
42,153572.31,1,0,0
37,134752.08,0,0,0
34,83132.09,1,0,0
31,0.0,0,1,0
32,134096.53,0,1,1
31,118100.59,0,1,0
52,76915.4,0,0,1
46,81576.75,1,1,1
49,0.0,0,0,0
33,118327.17,1,0,0
30,124857.69,0,0,0
27,90971.85,1,1,0
37,153147.75,1,1,0
38,65942.26,1,0,1
38,0.0,1,0,0
54,0.0,0,0,1
27,100912.19,0,1,0
31,0.0,1,1,0
37,0.0,0,0,1
43,0.0,1,1,1
41,124439.49,1,0,0
47,0.0,1,1,0
40,0.0,0,0,0
44,58781.76,0,1,0
50,159453.64,0,0,1
26,142721.52,1,0,0
46,167795.6,1,1,0
38,128345.69,0,1,0
20,165260.98,1,0,0
62,118233.81,1,1,1
40,0.0,0,1,1
46,0.0,0,1,0
37,143452.74,1,0,0
38,145018.49,1,0,0
38,82407.51,0,1,0
28,79460.98,1,0,0
43,0.0,0,1,1
38,126473.99,0,0,0
30,133537.1,0,1,0
52,164978.01,1,0,0
46,128029.72,1,0,0
43,97403.18,1,0,1
41,176845.41,0,1,1
71,0.0,1,0,0
42,81589.04,0,0,0
40,119507.58,0,1,1
26,0.0,0,1,0
30,94443.77,1,0,0
37,0.0,1,0,0
32,92199.84,1,0,0
43,0.0,0,0,0
41,135756.96,1,1,0
54,120633.42,0,1,1
48,134542.73,1,0,1
29,0.0,0,0,0
52,0.0,1,0,1
39,0.0,1,0,0
49,154344.49,1,0,0
43,0.0,1,0,0
43,189026.53,1,0,0
37,120764.08,1,0,0
22,97975.82,1,1,0
32,0.0,1,0,0
41,113270.2,1,0,0
30,0.0,1,0,0
39,124548.99,1,0,0
43,201696.07,0,0,1
37,0.0,0,1,0
44,114203.47,1,0,1
31,0.0,1,1,0
50,125437.64,1,0,1
26,0.0,0,1,0
43,64897.75,0,1,0
38,0.0,1,0,0
46,135555.66,0,1,1
44,107764.75,0,0,0
27,117307.44,1,1,0
41,73700.12,1,0,1
44,60603.4,1,1,0
35,40169.88,1,1,0
32,92041.87,1,1,0
26,130483.95,0,0,0
41,0.0,0,1,1
42,0.0,0,1,0
23,151097.28,1,1,0
46,67563.31,0,1,1
35,112808.18,1,1,0
42,0.0,1,1,0
66,86459.8,1,0,0
40,118633.08,1,1,1
55,159441.27,0,1,1
27,0.0,0,1,0
38,125212.65,1,1,1
45,88656.37,0,0,0
32,146033.62,0,1,0
29,120268.13,1,0,0
46,0.0,0,0,0
33,0.0,0,1,1
46,135070.58,1,1,1
38,0.0,0,1,1
29,0.0,0,1,0
27,122550.05,1,1,0
43,0.0,0,1,0
29,130306.49,0,0,0
27,0.0,1,1,0
41,90350.77,0,1,1
44,128747.69,0,1,1
23,126873.52,1,0,0
69,108424.19,1,0,0
32,0.0,0,0,0
40,84350.07,0,1,0
73,0.0,0,1,1
30,84958.6,1,1,0
29,99097.36,1,1,0
30,136622.55,0,0,0
30,156771.68,1,1,0
28,167658.33,1,0,0
33,0.0,0,1,0
24,109483.54,1,1,0
40,134504.78,0,1,0
44,114427.86,1,1,0
45,83888.54,1,0,0
32,110029.77,0,0,0
41,127523.75,1,0,0
30,139762.13,1,0,0
42,91611.12,0,1,1
42,109471.79,1,1,0
39,150500.64,0,1,0
59,101609.77,0,1,1
57,0.0,1,0,0
26,78892.23,1,1,0
29,82344.84,1,1,0
48,0.0,0,0,0
44,0.0,1,1,0
62,127706.33,1,0,0
41,124349.34,0,1,0
44,0.0,0,0,0
28,119336.29,1,0,0
31,0.0,1,1,0
56,104217.3,0,0,1
65,0.0,1,1,0
39,144757.02,0,0,1
44,0.0,1,0,0
43,0.0,0,0,0
43,0.0,0,1,1
38,0.0,1,1,0
24,100169.51,0,1,0
33,145731.83,1,0,0
56,110802.03,1,0,1
46,120392.99,0,1,1
26,135067.52,0,1,0
31,136556.44,0,0,1
38,0.0,1,1,0
35,99587.43,1,1,1
53,0.0,1,1,0
34,70731.07,1,1,1
35,109342.82,1,0,0
28,0.0,0,0,0
66,0.0,1,0,0
25,78247.31,1,0,0
55,117561.49,0,1,1
23,88980.32,1,0,0
34,0.0,0,0,0
41,103560.57,0,1,1
37,113308.84,1,0,0
40,0.0,1,1,0
32,63763.49,0,1,0
29,169988.35,0,1,0
35,180303.24,0,1,0
52,0.0,0,0,1
49,120656.86,0,1,1
31,61592.14,1,1,0
48,164701.68,1,0,0
26,80780.16,1,1,0
36,0.0,0,0,0
30,154221.37,1,1,0
26,0.0,0,0,0
26,101641.14,1,1,0
37,0.0,1,0,0
45,92786.66,0,1,1
32,131081.66,1,0,0
30,98014.74,1,0,0
38,0.0,0,0,0
26,97460.1,1,0,0
36,104077.19,1,0,0
29,0.0,1,1,0
46,0.0,0,1,1
39,0.0,1,1,0
51,93656.95,1,1,1
30,121345.88,0,0,1
39,141675.23,1,1,0
31,0.0,0,1,0
43,102365.49,0,1,1
50,0.0,0,0,1
30,0.0,0,1,0
52,0.0,1,0,0
57,101868.51,1,0,0
38,0.0,0,0,0
35,112392.45,0,0,0
25,106570.34,1,1,0
28,0.0,1,1,0
50,81947.76,1,0,1
31,144162.3,1,1,0
39,86350.87,0,0,0
47,158623.14,0,0,1
32,0.0,0,0,0
48,132403.56,0,0,1
27,0.0,0,0,0
43,134985.66,0,1,0
36,0.0,1,0,0
37,103772.45,0,0,0
33,133040.32,1,0,0
37,0.0,0,1,0
39,0.0,1,0,0
42,0.0,0,0,0
38,71460.67,1,0,0
39,133214.13,1,0,0
37,96558.66,0,1,0
54,93806.31,1,0,0
36,0.0,0,1,0
64,124043.8,1,1,1
52,131694.97,1,0,1
29,0.0,1,1,0
35,106266.8,1,1,0
41,0.0,1,0,0
51,0.0,1,0,0
41,139840.36,1,1,0
34,0.0,0,0,0
35,124098.54,0,0,0
32,145807.59,1,0,0
23,0.0,0,0,0
26,107508.93,1,1,0
28,0.0,1,1,0
32,145980.23,1,1,0
37,212778.2,1,1,0
47,152522.47,1,1,1
33,168964.77,1,1,0
34,0.0,0,1,0
28,0.0,1,1,0
36,98266.3,1,1,0
38,113000.92,1,0,0
23,137060.88,1,0,0
37,112146.12,0,0,0
33,129307.32,1,1,0
69,163975.09,1,0,0
43,0.0,1,0,0
42,158414.85,1,1,0
48,92072.68,1,1,0
30,88243.29,1,1,0
25,0.0,1,0,0
48,59486.31,0,0,1
54,0.0,1,1,0
52,0.0,1,1,0
34,0.0,1,0,0
38,119278.01,1,1,0
34,158741.43,1,0,0
40,140596.95,1,1,1
29,0.0,1,1,0
37,90432.92,1,0,1
35,104783.81,1,1,0
42,77992.97,1,0,0
43,110822.9,0,1,0
42,119624.6,1,0,0
31,109052.59,1,0,1
40,139129.44,1,1,0
42,152324.66,0,1,0
38,0.0,0,0,0
37,127480.58,0,1,0
53,115029.4,0,0,1
40,114005.78,1,0,0
42,116646.76,0,1,1
49,110864.38,1,1,1
23,156267.59,0,0,0
44,109528.28,0,1,1
35,102482.76,1,1,0
23,115563.71,1,0,0
23,0.0,0,0,0
40,95624.36,1,1,0
21,0.0,1,1,0
28,160376.61,0,0,0
41,37702.79,1,0,0
35,118273.83,1,1,0
34,131082.17,1,1,0
38,94456.0,1,0,0
43,0.0,0,1,1
42,0.0,1,1,0
33,93791.38,1,0,0
33,0.0,0,1,0
37,0.0,1,1,0
61,155973.13,1,0,0
36,89409.95,1,0,0
39,97854.37,0,1,0
39,0.0,1,0,0
29,60280.62,0,0,0
36,135216.8,1,0,0
28,124923.35,1,1,0
38,0.0,0,0,0
27,188614.07,0,0,0
32,62321.62,1,0,0
48,120782.7,0,1,1
42,115961.58,1,1,0
28,115062.61,0,0,0
49,160602.25,0,1,0
42,108825.34,0,1,1
36,166287.85,1,1,0
31,152663.77,1,1,0
31,80844.69,1,1,0
40,97001.36,0,1,0
64,0.0,1,0,0
39,122524.61,0,1,0
35,132292.63,0,1,0
24,0.0,1,1,0
49,91502.99,0,1,1
52,0.0,0,0,1
29,59385.98,1,0,0
77,0.0,1,0,0
21,97956.5,1,1,0
49,0.0,1,1,0
40,0.0,1,1,0
27,141223.68,0,0,0
18,151762.74,1,0,0
43,141749.74,1,0,0
38,75075.14,1,0,1
25,165686.11,0,1,0
38,0.0,0,0,0
25,0.0,0,1,0
44,0.0,0,0,0
28,0.0,1,1,1
32,92961.61,0,0,0
30,0.0,1,1,0
46,130812.91,1,0,1
57,107174.58,1,0,1
54,152677.48,1,0,1
30,132005.77,0,0,0
35,0.0,0,0,0
23,0.0,1,1,0
33,127305.5,1,1,0
37,0.0,0,1,0
31,0.0,0,1,0
39,0.0,0,0,0
32,170291.22,1,0,0
47,102562.23,0,0,0
53,111061.01,0,0,0
62,0.0,1,0,0
34,124379.14,0,1,0
37,0.0,1,1,0
41,57745.76,0,1,0
50,129293.74,0,1,1
45,0.0,1,1,0
40,150777.1,0,1,0
41,0.0,0,0,0
34,0.0,0,0,0
31,108632.48,1,0,1
59,153861.1,1,0,0
56,100374.58,0,0,1
32,0.0,0,0,0
47,61196.54,0,1,0
31,116891.72,0,0,0
54,133656.91,0,1,1
44,92911.52,1,0,0
31,119825.75,1,1,0
37,111852.84,0,1,0
32,106683.52,1,0,0
40,139022.24,1,0,0
40,148571.07,0,1,1
52,0.0,1,0,0
42,129776.72,1,0,0
46,0.0,0,1,1
46,0.0,1,1,0
24,0.0,0,0,0
37,0.0,1,1,0
24,114739.92,0,0,1
41,122545.65,1,0,0
37,0.0,0,1,0
26,131908.35,1,1,0
42,105722.69,1,1,1
33,0.0,0,0,0
44,0.0,0,1,1
40,0.0,0,1,0
18,82767.42,0,1,0
42,87842.98,0,1,0
39,133261.13,1,0,0
32,0.0,1,1,0
41,97925.11,0,0,0
52,0.0,1,0,0
24,140453.91,0,1,0
20,117356.19,0,1,1
36,0.0,1,0,0
37,137204.77,1,0,0
41,0.0,1,1,0
35,0.0,0,0,1
36,54098.18,1,0,0
31,0.0,1,0,0
23,113758.48,0,0,0
34,0.0,1,1,0
37,118636.92,1,0,0
34,0.0,0,0,0
44,95488.82,0,0,0
30,110829.52,0,0,0
51,144244.59,0,0,0
31,122021.92,0,1,0
30,0.0,0,1,0
50,0.0,1,0,1
22,0.0,0,0,0
42,85839.62,0,0,0
29,96974.97,1,1,0
35,148172.44,1,0,0
38,0.0,0,0,0
40,0.0,0,1,0
49,0.0,0,1,0
30,0.0,1,0,0
28,134766.85,0,0,0
30,123210.56,1,0,0
47,139887.01,1,0,0
44,149961.11,0,0,0
45,152880.97,0,0,0
43,108589.47,1,0,0
33,0.0,1,0,0
35,56674.48,0,1,1
32,0.0,0,0,0
57,0.0,1,1,0
33,105663.56,1,1,0
39,0.0,0,1,0
30,100683.54,1,1,0
42,0.0,0,0,0
29,139541.58,0,0,0
37,121801.72,1,1,0
38,112281.7,1,0,0
36,0.0,1,1,0
40,93499.82,0,1,0
33,132255.99,1,0,0
20,0.0,0,0,0
44,0.0,0,1,0
49,121973.28,0,0,0
32,99462.8,1,0,0
21,165878.76,1,1,0
30,117494.27,0,0,0
29,138577.34,0,1,0
39,0.0,1,0,0
41,107525.07,0,0,0
23,139224.92,0,0,0
42,121453.63,0,1,0
25,0.0,1,1,0
54,77354.37,0,1,1
40,0.0,1,0,0
39,79259.99,1,1,0
30,116295.29,0,0,0
59,0.0,1,1,1
34,74309.81,0,0,0
34,152797.9,0,0,1
42,133701.07,0,0,1
33,114430.18,1,1,0
29,127504.57,0,0,0
41,84113.41,0,1,0
23,101126.66,0,1,0
33,103564.83,0,0,0
52,0.0,1,1,1
37,168178.21,1,0,0
39,143903.11,1,1,1
30,129753.69,0,1,0
35,0.0,0,0,0
38,110641.18,1,0,1
36,166909.2,0,1,1
34,154139.45,1,1,0
38,97459.06,0,0,0
40,0.0,1,0,0
43,112088.04,1,0,0
34,0.0,1,1,0
48,0.0,1,1,0
28,141038.57,0,0,0
39,84468.67,1,0,0
36,118520.26,0,1,1
37,142663.46,1,0,0
27,118627.16,1,0,0
34,137523.02,0,0,0
28,110976.23,0,0,0
38,107283.4,0,1,0
38,0.0,0,0,0
34,124314.45,0,0,0
41,95858.37,1,1,0
36,0.0,0,0,0
33,0.0,0,0,0
36,0.0,0,1,0
35,117707.18,0,1,1
38,135289.33,1,0,0
36,174060.46,1,0,0
40,114446.84,1,0,0
37,0.0,0,0,1
25,157848.53,0,0,1
43,0.0,1,1,0
37,0.0,1,1,0
74,108071.36,1,1,0
35,14262.8,0,1,0
41,102749.72,1,0,0
36,161757.87,1,0,0
38,0.0,0,0,0
35,95698.79,1,1,0
37,124969.13,0,0,0
44,93960.35,0,0,1
51,88308.87,0,1,1
39,0.0,1,1,0
59,0.0,1,1,0
30,112935.87,1,0,0
24,98567.1,0,1,0
26,180530.51,0,1,0
33,140931.57,1,0,0
31,148913.72,0,1,0
38,0.0,0,0,0
49,0.0,1,1,1
41,0.0,0,0,0
50,115335.32,1,1,0
65,0.0,1,1,0
26,0.0,1,1,0
33,134678.13,0,1,0
38,0.0,0,0,0
31,90547.48,1,0,0
32,103324.78,1,0,0
29,114590.58,0,0,0
36,91286.51,0,1,0
32,163340.12,1,0,0
45,150900.29,1,0,0
23,124577.33,1,0,0
35,0.0,0,0,0
31,91292.7,1,1,0
57,93716.72,1,1,1
37,111723.08,1,1,0
45,110765.68,0,0,1
25,173459.45,1,0,0
22,169649.73,1,1,1
31,0.0,0,1,0
45,116917.07,0,0,1
37,0.0,1,0,0
36,0.0,1,1,0
22,0.0,0,0,0
32,130627.66,0,0,1
46,56580.95,1,1,0
38,142316.14,1,0,0
31,0.0,1,0,0
56,152759.0,0,0,1
39,109733.2,0,0,1
54,117444.51,1,0,0
34,76001.57,1,1,0
34,107747.57,0,1,0
35,0.0,1,1,0
36,134997.49,0,1,0
48,0.0,1,1,0
36,0.0,1,0,1
30,0.0,0,1,0
37,64345.21,1,1,1
35,141665.63,1,1,0
29,0.0,0,1,0
33,136624.6,1,1,0
52,161209.66,1,1,0
38,95010.92,1,0,0
41,167545.32,0,1,0
36,109044.6,0,1,1
47,122031.55,1,1,1
29,27755.97,0,1,1
29,118560.55,1,1,0
61,0.0,1,0,0
34,0.0,1,0,0
28,97840.72,1,1,0
38,158651.29,1,1,0
44,175303.06,0,0,1
25,96950.21,0,0,0
45,123859.6,1,0,0
32,0.0,1,1,0
70,0.0,1,1,0
33,85227.84,1,1,0
36,97786.08,1,0,0
33,128135.99,0,0,0
33,0.0,0,0,0
36,85996.19,0,0,0
50,0.0,1,1,0
39,104502.11,0,1,0
35,95772.97,1,0,0
31,98108.79,1,0,0
39,131607.28,1,0,1
55,63127.41,0,0,1
35,0.0,1,0,0
31,0.0,1,0,0
36,140355.56,0,1,0
36,0.0,1,1,0
30,0.0,1,0,0
24,107418.27,1,0,0
35,0.0,0,0,0
32,0.0,1,0,0
39,167557.12,1,0,0
34,117300.02,0,0,0
60,0.0,1,0,0
23,143672.9,1,1,0
33,0.0,1,0,0
37,0.0,1,1,0
31,76798.92,0,1,0
34,0.0,1,0,0
49,115309.75,0,1,0
29,178171.04,1,1,0
38,0.0,1,1,0
37,0.0,0,1,0
45,127258.79,1,1,1
30,0.0,1,1,0
33,0.0,1,1,0
67,0.0,1,0,0
33,0.0,1,1,0
36,0.0,1,0,0
69,107569.96,1,1,0
20,134874.4,1,0,0
29,0.0,0,1,0
67,0.0,1,1,0
48,0.0,1,1,0
32,0.0,0,1,0
42,70105.87,1,0,0
41,0.0,0,0,0
29,78939.15,0,1,1
30,105128.85,1,0,0
31,113836.27,1,0,0
25,0.0,1,0,0
48,100900.5,0,0,1
40,129248.11,0,1,1
28,109118.05,1,1,0
56,0.0,1,0,1
31,0.0,1,1,0
35,126397.66,0,1,1
36,108546.16,0,0,1
36,148061.89,0,0,1
44,122277.87,1,0,0
24,0.0,0,0,0
31,0.0,1,0,0
36,152899.24,0,0,0
54,134388.11,0,0,1
40,109740.62,0,1,0
23,92366.72,0,0,0
26,129109.02,0,1,1
56,0.0,1,1,0
74,105102.5,1,0,0
30,111375.32,0,0,0
39,0.0,0,0,0
33,150412.14,0,1,0
30,156660.72,0,0,0
38,90957.81,1,0,0
37,104960.46,1,0,0
31,117052.82,0,1,1
44,88915.85,0,0,0
45,148071.39,0,0,0
39,152182.83,0,0,0
39,0.0,0,0,0
22,130056.23,0,0,1
34,95039.73,1,0,0
52,0.0,1,0,0
35,0.0,0,0,0
43,112773.73,1,1,0
37,123806.28,0,1,1
53,144453.75,0,0,1
27,94667.29,1,0,0
21,0.0,1,0,0
51,174397.21,1,0,0
58,108888.24,1,1,1
55,118803.35,1,0,1
54,171137.62,1,0,1
42,0.0,0,0,0
33,136678.52,0,0,0
36,135515.76,0,1,0
24,177799.83,0,1,0
52,143542.36,0,1,1
34,147487.23,0,0,0
40,97764.41,0,1,1
33,0.0,0,1,1
48,139480.18,1,1,0
25,0.0,1,0,0
39,140553.46,0,1,0
36,0.0,1,1,0
41,141162.08,0,1,0
26,65848.36,0,0,0
30,83319.28,0,1,0
41,0.0,0,0,0
33,129731.64,0,1,0
35,0.0,0,1,0
38,0.0,0,1,0
35,0.0,0,0,1
37,107106.33,0,0,0
33,0.0,1,0,0
30,0.0,1,1,0
69,105303.73,1,1,0
28,165798.1,0,0,0
40,0.0,0,1,0
45,126495.57,1,1,0
47,116393.59,0,1,1
41,81733.74,0,1,0
54,0.0,1,0,1
46,106171.68,0,1,1
28,96020.86,1,0,0
41,0.0,1,0,0
36,181671.16,1,0,0
29,185709.28,1,1,0
60,134250.17,0,0,1
49,0.0,0,1,1
44,95671.75,1,1,0
62,0.0,0,0,1
34,142151.75,1,1,0
43,127823.93,1,0,0
43,144164.29,1,0,0
58,63492.94,1,0,0
27,0.0,1,1,0
74,0.0,1,0,0
41,106134.46,1,0,0
29,127269.75,1,0,0
32,124493.03,1,1,1
39,0.0,0,0,0
43,146547.78,1,1,1
43,99610.92,0,0,0
46,117837.43,0,0,1
48,168522.37,1,1,0
32,117337.54,1,0,0
74,108131.53,1,0,0
35,136496.12,0,0,0
32,116324.53,0,0,0
40,75470.23,1,1,0
28,172646.82,1,0,0
37,0.0,0,1,0
27,160358.68,0,0,0
30,98415.37,1,0,0
30,57809.32,0,1,0
18,128743.8,0,1,0
24,130806.42,0,0,0
41,123971.16,1,0,0
39,0.0,0,1,1
45,0.0,0,0,0
23,0.0,1,1,0
59,0.0,0,1,1
39,0.0,0,1,0
33,156297.58,1,0,0
28,0.0,1,1,0
51,123372.3,1,0,0
37,92171.35,0,1,1
41,0.0,0,0,0
34,148375.19,1,0,0
44,0.0,1,1,0
34,147422.44,1,0,0
24,173962.32,0,1,1
47,0.0,1,0,1
64,145215.43,1,1,0
38,167539.97,1,1,0
39,94968.97,0,1,0
27,106116.5,0,1,0
34,0.0,1,0,0
45,0.0,0,0,0
31,0.0,0,1,0
34,120018.86,1,0,0
37,112541.54,0,0,0
35,166118.45,0,1,0
45,102882.4,1,1,1
49,0.0,1,1,1
37,106881.5,0,1,0
26,120727.97,1,0,0
63,169832.57,0,0,1
41,0.0,1,0,0
38,113599.42,0,0,0
38,0.0,1,0,1
32,0.0,0,0,0
47,0.0,0,0,0
50,0.0,1,1,0
38,146282.79,0,0,0
38,119413.62,0,1,0
29,122084.63,1,1,0
35,103060.63,0,1,1
44,0.0,1,0,0
33,0.0,0,0,0
37,110483.86,1,0,0
31,120718.28,1,0,0
31,36566.96,0,1,1
28,108601.0,1,0,0
42,0.0,0,1,1
36,0.0,1,1,0
36,0.0,1,0,0
48,0.0,1,1,0
44,141136.62,0,0,1
45,108231.37,1,0,0
40,0.0,0,0,1
34,144855.34,0,1,0
63,68432.45,1,0,1
45,136855.24,0,0,0
55,44020.89,0,1,1
32,133060.63,1,0,0
39,0.0,1,0,0
24,0.0,1,0,0
36,97665.61,0,1,1
28,185013.02,0,0,0
32,0.0,1,1,0
52,65971.61,0,1,1
41,150463.11,1,1,0
33,0.0,0,1,0
39,0.0,0,0,0
37,136425.18,0,1,0
38,250898.09,1,0,1
55,146798.81,1,0,0
70,0.0,0,0,0
40,128486.91,0,1,0
38,0.0,1,1,0
37,143407.29,1,0,0
43,0.0,0,1,1
57,76165.65,1,0,0
40,0.0,0,0,0
49,0.0,1,1,0
33,90560.3,1,1,0
61,62391.22,1,0,0
42,0.0,0,0,0
31,0.0,1,1,0
55,123378.2,0,1,1
42,99836.47,1,1,0
74,161434.36,1,0,0
41,0.0,1,0,0
48,138311.76,1,1,1
25,0.0,0,0,0
28,0.0,0,1,0
35,101744.84,0,0,0
33,0.0,0,0,0
54,125456.07,0,1,1
44,0.0,0,0,0
31,0.0,1,0,0
27,0.0,0,1,1
29,0.0,0,0,0
54,118449.21,1,1,1
30,0.0,1,0,0
32,178095.55,0,1,0
25,109175.14,0,1,0
32,127785.17,0,0,1
45,0.0,1,1,0
40,0.0,1,1,0
34,134260.36,0,0,0
37,69143.91,1,0,0
34,100054.77,0,0,0
45,0.0,1,1,0
38,116248.88,0,0,0
43,86053.52,1,1,1
32,123157.95,0,1,0
44,63438.91,0,0,0
57,95295.39,0,0,1
18,133550.67,1,0,0
38,106871.81,0,1,0
45,105266.32,1,0,0
51,105229.53,0,1,1
41,102768.42,0,0,0
18,0.0,1,0,1
35,112689.95,0,0,0
38,122334.26,1,0,0
34,0.0,0,0,0
33,137847.41,0,0,0
49,122486.47,1,0,0
33,101286.11,1,0,0
26,0.0,1,0,0
57,101247.06,0,0,1
38,86977.96,1,0,0
57,0.0,0,0,1
55,110123.59,1,1,1
36,178111.82,0,0,1
65,126306.64,0,0,1
35,100768.77,0,1,0
42,0.0,0,0,0
44,0.0,1,1,0
40,118991.79,1,1,0
72,140997.26,1,0,0
28,0.0,1,0,0
32,166824.59,0,0,0
34,76322.69,0,1,0
35,0.0,1,0,0
77,149083.7,1,0,0
33,0.0,1,0,0
40,0.0,1,0,0
33,126588.81,1,0,0
56,143249.67,0,1,1
43,81844.91,1,0,0
40,0.0,1,0,0
58,190298.89,1,0,0
35,117212.18,1,0,0
46,0.0,1,1,0
26,139848.17,0,0,0
34,101861.36,0,1,0
35,167455.66,1,0,0
24,0.0,1,1,0
43,116360.07,0,1,0
40,88466.82,0,0,0
42,0.0,1,1,0
46,123642.36,1,1,1
38,0.0,1,0,0
38,72286.84,1,0,0
40,0.0,0,1,0
40,109681.61,1,0,0
37,145018.64,0,0,1
34,0.0,1,0,0
32,187487.63,1,1,0
35,165692.91,1,0,0
59,137648.41,0,1,1
47,118560.0,0,1,1
33,164385.53,0,0,0
37,108286.5,1,0,0
34,0.0,1,1,0
58,0.0,0,1,1
47,118079.47,1,0,1
35,127283.78,1,0,0
48,0.0,0,0,0
29,141389.06,0,0,0
37,130091.5,1,0,0
35,143744.77,0,0,0
28,97408.03,1,0,0
30,111927.45,1,0,0
31,0.0,0,0,0
38,0.0,0,0,0
34,0.0,1,0,0
